1.8990800000e-02 2.5010985950e-02 0 2.4989014050e-02
1.9329500000e-02 2.5008965950e-02 0 2.4991034050e-02
1.9674100000e-02 2.5007014100e-02 0 2.4992985900e-02
2.0311900000e-02 2.5006896350e-02 0 2.4993103650e-02
2.0821500000e-02 2.5005921600e-02 0 2.4994078400e-02
2.1648800000e-02 2.5005127850e-02 0 2.4994872150e-02
2.2350100000e-02 2.5004593430e-02 0 2.4995406570e-02
2.2992800000e-02 2.5004403050e-02 0 2.4995596950e-02
2.3654700000e-02 2.5004792045e-02 0 2.4995207955e-02
2.4077400000e-02 2.5004516310e-02 0 2.4995483690e-02
2.4858700000e-02 2.5005084600e-02 0 2.4994915400e-02
2.5574700000e-02 2.5005971950e-02 0 2.4994028050e-02
2.6122300000e-02 2.5004114715e-02 0 2.4995885285e-02
2.6214500000e-02 2.5003748830e-02 0 2.4996251170e-02
2.6684400000e-02 2.5004440485e-02 0 2.4995559515e-02
2.7066600000e-02 2.5005349550e-02 0 2.4994650450e-02
2.7164100000e-02 2.5006666700e-02 0 2.4993333300e-02
2.7453800000e-02 2.5005921600e-02 0 2.4994078400e-02
2.7945400000e-02 2.5006444750e-02 0 2.4993555250e-02
2.8342300000e-02 2.5004593430e-02 0 2.4995406570e-02
2.8643400000e-02 2.5003444520e-02 0 2.4996555480e-02
2.8951500000e-02 2.5004516310e-02 0 2.4995483690e-02
2.9993900000e-02 2.5003218955e-02 0 2.4996781045e-02
3.0966300000e-02 2.5003218955e-02 0 2.4996781045e-02
3.2084400000e-02 2.5003503340e-02 0 2.4996496660e-02
3.2428900000e-02 2.5004256440e-02 0 2.4995743560e-02
3.2777400000e-02 2.5005349550e-02 0 2.4994650450e-02
3.3836000000e-02 2.5003164915e-02 0 2.4996835085e-02
3.4812500000e-02 2.5004711585e-02 0 2.4995288415e-02
3.5937800000e-02 2.5003138230e-02 0 2.4996861770e-02
3.6843400000e-02 2.5004256440e-02 0 2.4995743560e-02
3.7499600000e-02 2.5003111775e-02 0 2.4996888225e-02
3.7641900000e-02 2.5008965950e-02 0 2.4991034050e-02
3.8715400000e-02 2.5003138230e-02 0 2.4996861770e-02
3.9691700000e-02 2.5004632485e-02 0 2.4995367515e-02
4.0398300000e-02 2.5003246325e-02 0 2.4996753675e-02
4.1711300000e-02 2.5004593430e-02 0 2.4995406570e-02
4.3060600000e-02 2.5003386690e-02 0 2.4996613310e-02
4.3679500000e-02 2.5004999245e-02 0 2.4995000755e-02
4.5091900000e-02 2.5003503340e-02 0 2.4996496660e-02
4.5577200000e-02 2.5004751645e-02 0 2.4995248355e-02
4.6066400000e-02 2.5005628300e-02 0 2.4994371700e-02
4.7387200000e-02 2.5003780705e-02 0 2.4996219295e-02
4.8409200000e-02 2.5005041750e-02 0 2.4994958250e-02
4.8540600000e-02 2.5006444750e-02 0 2.4993555250e-02
5.0153600000e-02 2.5004045630e-02 0 2.4995954370e-02
5.1416900000e-02 2.5005259750e-02 0 2.4994740250e-02
5.2152900000e-02 2.5006073900e-02 0 2.4993926100e-02
5.3081600000e-02 2.5004365930e-02 0 2.4995634070e-02
5.5586300000e-02 2.5004792045e-02 0 2.4995207955e-02
5.7798100000e-02 2.5005259750e-02 0 2.4994740250e-02
5.9042600000e-02 2.5006073900e-02 0 2.4993926100e-02
6.0100400000e-02 2.5006955000e-02 0 2.4993045000e-02
6.1608400000e-02 2.5006022700e-02 0 2.4993977300e-02
6.3382000000e-02 2.5006554800e-02 0 2.4993445200e-02
6.4062900000e-02 2.5008168700e-02 0 2.4991831300e-02
6.5438800000e-02 2.5007442350e-02 0 2.4992557650e-02
6.9014900000e-02 2.5008521900e-02 0 2.4991478100e-02
7.1507300000e-02 2.5009513350e-02 0 2.4990486650e-02
7.2275900000e-02 2.5012160700e-02 0 2.4987839300e-02
7.3058400000e-02 2.5021625950e-02 0 2.4978374050e-02
7.3835900000e-02 2.5017500800e-02 0 2.4982499200e-02
7.5418300000e-02 2.5013123500e-02 0 2.4986876500e-02
7.7037700000e-02 2.5011755800e-02 0 2.4988244200e-02
7.8974700000e-02 2.5012579550e-02 0 2.4987420450e-02
7.8979100000e-02 2.5016080150e-02 0 2.4983919850e-02
8.0685100000e-02 2.5024763000e-02 0 2.4975237000e-02
8.1542200000e-02 2.5018412700e-02 0 2.4981587300e-02
