0.00960077	0.000906061
0.010307	0.000563359
0.0108951	0.000690665
0.0113352	0.00074932
0.0117911	0.000571136
0.0123629	0.000447311
0.0141438	0.000505525
0.014718	0.000813134
0.0150692	0.000587001
0.0158051	0.000894279
0.0159265	0.000526605
0.016973	0.00103842
0.0185107	0.000548581
0.0188115	0.000997069
0.0200413	0.00105279
0.0208409	0.000429676
0.0223798	0.000453691
0.0232831	0.000459912
0.0232887	0.000749851
0.0250053	0.000620075
0.0272742	0.000423993
0.028606	0.000637229
0.0309495	0.000289928
0.0329808	0.000499122
0.0340464	0.000672913
0.0357043	0.000781356
0.0389544	0.000919714
0.0415036	0.00109735
0.0418143	0.000435849
0.0424955	0.000859416
0.0449094	0.000646228
0.0474771	0.000997977
0.0505841	0.00119072
0.050989	0.00134552
0.0526041	0.000520113
0.0526167	0.000848003
0.055183	0.00114329
0.056045	0.000587759
0.0583305	0.0013457
0.0597169	0.000814254
0.0616586	0.00164979
0.0626275	0.00102573
0.0705533	0.00269021
0.0710725	0.000825527
0.0763343	0.0012577
0.0788057	0.00194223
0.0813155	0.00105424
0.0845717	0.000572243
0.0880164	0.00119137
0.090147	0.00171903
0.0938062	0.00272775
0.0976114	0.00409958
0.0991903	0.00641732
0.104834	0.00583576
0.106496	0.00476042
