2.9070800000e-01 2.5000157827e-02 0 2.4999842174e-02
2.9919300000e-01 2.5000257900e-02 0 2.4999742101e-02
3.0583100000e-01 2.5000207331e-02 0 2.4999792670e-02
3.1711600000e-01 2.5000248687e-02 0 2.4999751314e-02
3.1727600000e-01 2.5000303767e-02 0 2.4999696233e-02
3.2645700000e-01 2.5000267454e-02 0 2.4999732547e-02
3.3610800000e-01 2.5000244205e-02 0 2.4999755796e-02
3.4099100000e-01 2.5000292916e-02 0 2.4999707085e-02
3.4847700000e-01 2.5000338793e-02 0 2.4999661208e-02
3.5882100000e-01 2.5000257900e-02 0 2.4999742101e-02
3.6394600000e-01 2.5000453227e-02 0 2.4999546773e-02
3.7743500000e-01 2.5000421425e-02 0 2.4999578575e-02
3.8862900000e-01 2.5000332686e-02 0 2.4999667314e-02
4.0299600000e-01 2.5000357792e-02 0 2.4999642208e-02
