2.7660000000e-01 2.7607290000e-02 0 2.2392710000e-02
3.0401400000e-01 2.7607290000e-02 0 2.2392710000e-02
3.4400000000e-01 2.7655145000e-02 0 2.2344855000e-02
3.9494600000e-01 2.7703880000e-02 0 2.2296120000e-02
4.4043200000e-01 2.7855510000e-02 0 2.2144490000e-02
4.9474600000e-01 2.7961295000e-02 0 2.2038705000e-02
5.6388300000e-01 2.8184765000e-02 0 2.1815235000e-02
6.1973500000e-01 2.8487965000e-02 0 2.1512035000e-02
6.7128800000e-01 2.8820025000e-02 0 2.1179975000e-02
7.2710400000e-01 2.9418325000e-02 0 2.0581675000e-02
7.7056300000e-01 3.0204100000e-02 0 1.9795900000e-02
7.9893000000e-01 3.2089700000e-02 0 1.7910300000e-02
