9.9796450000e-04 7.8758870915e-01 0 7.8756129085e-01
1.7224400000e-03 4.9047538390e-01 0 4.9045861610e-01
4.0944600000e-03 4.9861993525e-01 0 4.9861306476e-01
7.3282950000e-03 4.5477888368e-01 0 4.5477511632e-01
1.3023650000e-02 1.4196607112e-01 0 1.4196392889e-01
2.3398750000e-02 4.2733359065e-02 0 4.2732140935e-02
4.1734900000e-02 1.2863440100e-02 0 1.2862759900e-02
7.4439600000e-02 4.0155349080e-03 0 4.0151550920e-03
1.3229150000e-01 1.2087960435e-03 0 1.2085839565e-03
2.3768650000e-01 3.4458740450e-04 0 3.4446459550e-04
2.7794650000e-01 2.2681269500e-04 0 2.2669430500e-04
