0.125	0.0000422490612
0.375	0.0000813440004
0.625	0.00014766208
0.875	0.000208848132
1.125	0.000263587056
1.375	0.00028891766
1.625	0.00031426902
1.875	0.000350539584
2.125	0.000363615612
2.375	0.000362784824
2.625	0.000348870512
2.875	0.000312378388
3.125	0.000268218616
3.375	0.000219476824
3.625	0.00016411134
3.875	0.0001124784672
4.125	0.0000682619984
4.375	0.0000388195348
4.625	0.0000215623612
4.875	0.00001336335108
5.125	0.00001007185064
5.375	8.48200732e-6
5.625	7.29662696e-6
5.875	6.84083824e-6
6.125	6.14197828e-6
6.375	5.84203948e-6
6.625	5.69772536e-6
6.875	5.25280188e-6
7.125	5.1112658e-6
7.375	4.63837476e-6
7.625	4.60572772e-6
7.875	4.47903908e-6
8.125	4.45574488e-6
8.375	4.21113136e-6
8.625	4.1880984e-6
8.875	4.15257968e-6
9.125	3.8279936e-6
9.375	3.94174004e-6
9.625	3.6865778e-6
9.875	3.82274536e-6
10.125	3.66508216e-6
10.375	3.54005472e-6
10.625	3.51094492e-6
10.875	3.37696588e-6
11.125	3.31604276e-6
11.375	3.08000628e-6
11.625	3.10785028e-6
11.875	3.01321148e-6
12.125	3.01024944e-6
12.375	2.99466336e-6
12.625	2.86007864e-6
12.875	2.85298232e-6
13.125	2.692330928e-6
13.375	2.729208356e-6
13.625	2.407164368e-6
13.875	2.43766552e-6
14.125	2.32879296e-6
14.375	2.182009556e-6
14.625	1.9907969e-6
14.875	1.8930588e-6
15.125	1.737212232e-6
15.375	1.632167012e-6
15.625	1.487123016e-6
15.875	1.485993416e-6
16.125	1.207713068e-6
16.375	1.139121568e-6
16.625	1.13739358e-6
16.875	1.181225672e-6
17.125	9.78668256e-7
17.375	9.07757572e-7
17.625	9.254125424e-7
17.875	7.580568632e-7
18.125	7.861828544e-7
18.375	7.540400484e-7
18.625	7.289038068e-7
18.875	7.13061844e-7
19.125	6.25937994e-7
19.375	6.180245344e-7
19.625	6.168205804e-7
19.875	5.863266352e-7
20.125	6.6990772e-7
20.375	6.112938136e-7
20.625	5.257100844e-7
20.875	6.523034416e-7
21.125	4.974319576e-7
21.375	5.719695572e-7
21.625	5.30029262e-7
21.875	5.70782162e-7
22.125	4.857464344e-7
22.375	5.339324048e-7
22.625	4.126888564e-7
22.875	4.320317224e-7
23.125	3.574880904e-7
23.375	3.858086824e-7
23.625	3.767250956e-7
23.875	3.64802076e-7
24.125	3.19534532e-7
24.375	3.79537128e-7
24.625	2.92037632e-7
24.875	2.81740296e-7
25.125	3.46863824e-7
25.375	3.04954384e-7
25.625	3.23365288e-7
25.875	2.97395984e-7
26.125	2.70960436e-7
26.375	2.58015476e-7
26.625	2.75123456e-7
26.875	2.16263596e-7
27.125	2.17484736e-7
27.375	2.32313496e-7
27.625	2.40082556e-7
27.875	2.21432396e-7
28.125	2.17347604e-7
28.375	2.08329172e-7
28.625	1.97849912e-7
28.875	1.8248702e-7
29.125	1.80283444e-7
29.375	1.7751028e-7
29.625	3.0552276e-7
29.875	1.82903812e-7
30.125	1.5805302e-7
30.375	1.3589772e-7
30.625	1.59463584e-7
30.875	1.361766e-7
31.125	1.25533188e-7
