  2.000000E-01  9.348225E-01  9.951479E-01  1.333433E+00  0.000000E+00
  4.000000E-01  9.390300E-01  9.996646E-01  1.333833E+00  4.943820E-01
  6.000000E-01  9.443183E-01  1.005052E+00  1.334622E+00  4.442379E-01
  8.000000E-01  9.500601E-01  1.010881E+00  1.335404E+00  4.407096E-01
  1.000000E+00  9.563929E-01  1.017660E+00  1.336440E+00  4.290579E-01
  1.200000E+00  9.630967E-01  1.024691E+00  1.337450E+00  4.179160E-01
  1.400000E+00  9.703900E-01  1.032253E+00  1.339231E+00  4.119403E-01
  1.600000E+00  9.776352E-01  1.039760E+00  1.341460E+00  4.091758E-01
  1.800000E+00  9.845805E-01  1.047082E+00  1.343410E+00  4.160368E-01
  2.000000E+00  9.912128E-01  1.054072E+00  1.345303E+00  4.264607E-01
  2.200000E+00  9.975435E-01  1.060682E+00  1.347360E+00  4.207662E-01
  2.400000E+00  1.004010E+00  1.067327E+00  1.349737E+00  4.176853E-01
  2.600000E+00  1.010443E+00  1.073876E+00  1.352497E+00  4.253744E-01
  2.800000E+00  1.015900E+00  1.079601E+00  1.354453E+00  4.256009E-01
  3.000000E+00  1.020919E+00  1.084916E+00  1.356554E+00  4.265762E-01
  3.200000E+00  1.025411E+00  1.089568E+00  1.358796E+00  4.283753E-01
  3.400000E+00  1.029227E+00  1.093495E+00  1.360781E+00  4.291362E-01
  3.600000E+00  1.033154E+00  1.097385E+00  1.363191E+00  4.287636E-01
  3.800000E+00  1.036261E+00  1.100450E+00  1.364792E+00  4.363494E-01
  4.000000E+00  1.038304E+00  1.102089E+00  1.366369E+00  4.428957E-01
  4.200000E+00  1.039780E+00  1.103238E+00  1.366968E+00  4.493846E-01
  4.400000E+00  1.041503E+00  1.104333E+00  1.367831E+00  4.517443E-01
  4.600000E+00  1.044102E+00  1.104761E+00  1.367924E+00  4.563427E-01
  4.800000E+00  1.046323E+00  1.104511E+00  1.367644E+00  4.620281E-01
  5.000000E+00  1.051604E+00  1.104491E+00  1.367225E+00  4.656125E-01
  5.200000E+00  1.056993E+00  1.104936E+00  1.366299E+00  4.680992E-01
  5.400000E+00  1.167175E+00  1.106199E+00  1.365092E+00  4.700522E-01
  5.600000E+00  1.177895E+00  1.109753E+00  1.363696E+00  4.730479E-01
  5.800000E+00  1.188287E+00  1.207135E+00  1.362473E+00  4.754464E-01
  6.000000E+00  1.195928E+00  1.221540E+00  1.361413E+00  4.792740E-01
  6.200000E+00  1.201180E+00  1.239255E+00  1.360752E+00  4.823526E-01
  6.400000E+00  1.204802E+00  1.251751E+00  1.360456E+00  4.843446E-01
  6.600000E+00  1.208518E+00  1.258329E+00  1.359446E+00  4.856282E-01
  6.800000E+00  1.211101E+00  1.263698E+00  1.358538E+00  4.858950E-01
  7.000000E+00  1.213931E+00  1.267734E+00  1.357602E+00  4.872006E-01
  7.200000E+00  1.216794E+00  1.271789E+00  1.356778E+00  4.887038E-01
  7.400000E+00  1.218886E+00  1.275299E+00  1.356022E+00  4.890956E-01
  7.600000E+00  1.220791E+00  1.278463E+00  1.355525E+00  4.907479E-01
  7.800000E+00  1.222997E+00  1.281665E+00  1.354832E+00  4.912798E-01
  8.000000E+00  1.225744E+00  1.284699E+00  1.354325E+00  4.927760E-01
  8.200000E+00  1.227508E+00  1.287552E+00  1.353679E+00  4.937854E-01
  8.400000E+00  1.229040E+00  1.290291E+00  1.352992E+00  4.934806E-01
  8.600000E+00  1.230425E+00  1.292645E+00  1.352378E+00  4.943141E-01
  8.800000E+00  1.231293E+00  1.294807E+00  1.352103E+00  4.947322E-01
  9.000000E+00  1.232722E+00  1.297019E+00  1.351267E+00  4.951700E-01
  9.200000E+00  1.234323E+00  1.299109E+00  1.350990E+00  4.953352E-01
  9.400000E+00  1.235576E+00  1.300741E+00  1.350615E+00  4.959547E-01
  9.600000E+00  1.236971E+00  1.302461E+00  1.350123E+00  4.966097E-01
  9.800000E+00  1.238050E+00  1.304215E+00  1.349590E+00  4.970967E-01
  1.000000E+01  1.239059E+00  1.306073E+00  1.349184E+00  4.979939E-01
  1.020000E+01  1.240158E+00  1.307417E+00  1.348754E+00  4.981889E-01
