 #####
 #####          2:pi+       3:pi0       4:pi-       5:rho+      6:rho0      7:rho-      8:eta       9:sigma    10:omega    11:etaP     12:phi      13:K+       14:K0       15:K~0      16:K-       17:K+*      18:K0*      19:K~0*     20:K-*      21:f_2      22:other M  23:other B  24:other B~ 
    0.20000  0.0000E+00  4.0000E-05  1.5000E-05  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E-05  0.0000E+00  5.0000E-06  0.0000E+00  0.0000E+00  1.0000E-05  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0000E+00  0.0000E+00  8.0001E+00
    0.40000  8.9000E-04  6.4000E-04  4.4000E-04  0.0000E+00  5.0000E-06  0.0000E+00  8.0000E-05  6.5000E-05  1.5000E-05  0.0000E+00  0.0000E+00  2.0000E-05  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0000E+00  0.0000E+00  8.0022E+00
    0.60000  2.6900E-03  1.8450E-03  1.1950E-03  1.5000E-05  2.0000E-05  1.0000E-05  2.1500E-04  1.9000E-04  1.0000E-05  0.0000E+00  0.0000E+00  2.5000E-05  5.0000E-06  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0000E+00  0.0000E+00  8.0062E+00
    0.80000  5.3550E-03  3.5600E-03  2.3600E-03  3.0000E-05  3.0000E-05  3.0000E-05  3.3500E-04  2.7000E-04  1.0000E-05  0.0000E+00  0.0000E+00  3.5000E-05  1.0000E-05  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0000E+00  0.0000E+00  8.0120E+00
    1.00000  8.8100E-03  5.9250E-03  3.7800E-03  5.5000E-05  3.0000E-05  5.0000E-05  5.3500E-04  4.2000E-04  3.0000E-05  0.0000E+00  0.0000E+00  7.0000E-05  1.5000E-05  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0000E+00  0.0000E+00  8.0197E+00
    1.20000  1.3340E-02  9.1500E-03  5.5750E-03  7.5000E-05  6.0000E-05  6.5000E-05  7.5500E-04  6.1500E-04  3.0000E-05  0.0000E+00  0.0000E+00  8.5000E-05  3.0000E-05  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0000E+00  0.0000E+00  8.0298E+00
    1.40000  1.8425E-02  1.2660E-02  7.5900E-03  1.2000E-04  1.1000E-04  8.5000E-05  9.9000E-04  7.1500E-04  3.0000E-05  0.0000E+00  0.0000E+00  1.3500E-04  5.5000E-05  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0000E+00  0.0000E+00  8.0409E+00
    1.60000  2.4085E-02  1.6960E-02  9.8550E-03  1.5000E-04  1.6500E-04  1.0500E-04  1.2950E-03  9.1500E-04  4.5000E-05  0.0000E+00  0.0000E+00  1.5500E-04  8.0000E-05  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0000E+00  0.0000E+00  8.0538E+00
    1.80000  3.0430E-02  2.1300E-02  1.2660E-02  2.3500E-04  2.0000E-04  1.5000E-04  1.6250E-03  1.0650E-03  6.5000E-05  0.0000E+00  0.0000E+00  1.8000E-04  1.1000E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0000E+00  0.0000E+00  8.0680E+00
    2.00000  3.7225E-02  2.6475E-02  1.5875E-02  3.0500E-04  2.8500E-04  1.3500E-04  1.9900E-03  1.1150E-03  7.0000E-05  0.0000E+00  0.0000E+00  1.9500E-04  1.3500E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0000E+00  0.0000E+00  8.0838E+00
