 #####
 #####          2:pi+       3:pi0       4:pi-       5:K+        6:K0        7:K~0       8:K-        9:p        10:n        11:n~       12:p~       13:Lambda0  14:Sigma+   15:Sigma0   16:Sigma-   17:Xi0      18:Xi-      19:Omega-   20:other M  21:other B  22:other B~ 
    0.20000  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.9994E+00  3.9997E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  9.0000E-04  0.0000E+00  8.0000E+00
    0.40000  2.0000E-04  1.0000E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.9969E+00  3.9995E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.6000E-03  0.0000E+00  8.0003E+00
    0.60000  2.0000E-04  1.0000E-04  2.0000E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.9950E+00  3.9995E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E-04  5.5000E-03  0.0000E+00  8.0006E+00
    0.80000  3.0000E-04  3.0000E-04  2.0000E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.9931E+00  3.9993E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-04  7.6000E-03  0.0000E+00  8.0010E+00
    1.00000  1.2000E-03  9.0000E-04  2.0000E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.9909E+00  3.9996E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E-04  9.5000E-03  0.0000E+00  8.0025E+00
    1.20000  1.6000E-03  1.3000E-03  4.0000E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.9848E+00  4.0006E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.0000E-04  1.4600E-02  0.0000E+00  8.0036E+00
    1.40000  2.2000E-03  1.8000E-03  4.0000E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.9779E+00  4.0009E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.0000E-04  2.1200E-02  0.0000E+00  8.0048E+00
    1.60000  3.3000E-03  2.2000E-03  7.0000E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.9708E+00  4.0008E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.0000E-04  2.8400E-02  0.0000E+00  8.0067E+00
    1.80000  3.9000E-03  3.0000E-03  1.2000E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.9608E+00  4.0003E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.0000E-04  3.8900E-02  0.0000E+00  8.0087E+00
    2.00000  5.6000E-03  4.5000E-03  2.0000E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.9508E+00  4.0011E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.0000E-04  4.8100E-02  0.0000E+00  8.0128E+00
