# r [fm], rho_B, rho_p, rho_n
  0.95  1.1557E-01  5.4079E-02  6.1487E-02
  0.96  1.1534E-01  5.3967E-02  6.1372E-02
  0.97  1.1511E-01  5.3854E-02  6.1256E-02
  0.98  1.1488E-01  5.3740E-02  6.1138E-02
  0.99  1.1464E-01  5.3624E-02  6.1019E-02
  1.00  1.1441E-01  5.3507E-02  6.0899E-02
  1.01  1.1416E-01  5.3388E-02  6.0777E-02
  1.02  1.1392E-01  5.3268E-02  6.0653E-02
  1.03  1.1368E-01  5.3147E-02  6.0528E-02
  1.04  1.1343E-01  5.3024E-02  6.0402E-02
  1.05  1.1317E-01  5.2900E-02  6.0275E-02
  1.06  1.1292E-01  5.2775E-02  6.0145E-02
  1.07  1.1266E-01  5.2648E-02  6.0015E-02
  1.08  1.1240E-01  5.2520E-02  5.9883E-02
  1.09  1.1214E-01  5.2390E-02  5.9750E-02
  1.10  1.1187E-01  5.2259E-02  5.9615E-02
  1.11  1.1160E-01  5.2127E-02  5.9478E-02
  1.12  1.1133E-01  5.1993E-02  5.9341E-02
  1.13  1.1106E-01  5.1857E-02  5.9201E-02
  1.14  1.1078E-01  5.1720E-02  5.9061E-02
  1.15  1.1050E-01  5.1582E-02  5.8919E-02
  1.16  1.1022E-01  5.1443E-02  5.8775E-02
  1.17  1.0993E-01  5.1301E-02  5.8630E-02
  1.18  1.0964E-01  5.1159E-02  5.8483E-02
  1.19  1.0935E-01  5.1015E-02  5.8335E-02
  1.20  1.0905E-01  5.0869E-02  5.8185E-02
  1.21  1.0876E-01  5.0722E-02  5.8034E-02
  1.22  1.0846E-01  5.0574E-02  5.7881E-02
  1.23  1.0815E-01  5.0424E-02  5.7727E-02
  1.24  1.0784E-01  5.0273E-02  5.7571E-02
  1.25  1.0753E-01  5.0120E-02  5.7414E-02
  1.26  1.0722E-01  4.9965E-02  5.7255E-02
  1.27  1.0690E-01  4.9809E-02  5.7095E-02
  1.28  1.0659E-01  4.9652E-02  5.6933E-02
  1.29  1.0626E-01  4.9493E-02  5.6770E-02
  1.30  1.0594E-01  4.9333E-02  5.6605E-02
  1.31  1.0561E-01  4.9171E-02  5.6438E-02
  1.32  1.0528E-01  4.9007E-02  5.6270E-02
  1.33  1.0494E-01  4.8842E-02  5.6101E-02
  1.34  1.0461E-01  4.8676E-02  5.5930E-02
  1.35  1.0426E-01  4.8508E-02  5.5757E-02
  1.36  1.0392E-01  4.8338E-02  5.5582E-02
  1.37  1.0357E-01  4.8167E-02  5.5407E-02
  1.38  1.0322E-01  4.7995E-02  5.5229E-02
  1.39  1.0287E-01  4.7821E-02  5.5050E-02
  1.40  1.0251E-01  4.7645E-02  5.4869E-02
  1.41  1.0215E-01  4.7468E-02  5.4687E-02
  1.42  1.0179E-01  4.7289E-02  5.4503E-02
  1.43  1.0143E-01  4.7108E-02  5.4318E-02
  1.44  1.0106E-01  4.6927E-02  5.4131E-02
  1.45  1.0068E-01  4.6743E-02  5.3942E-02
  1.46  1.0031E-01  4.6558E-02  5.3752E-02
  1.47  9.9931E-02  4.6371E-02  5.3560E-02
  1.48  9.9549E-02  4.6183E-02  5.3366E-02
  1.49  9.9164E-02  4.5993E-02  5.3171E-02
  1.50  9.8776E-02  4.5802E-02  5.2974E-02
  1.51  9.8385E-02  4.5609E-02  5.2776E-02
  1.52  9.7990E-02  4.5415E-02  5.2576E-02
  1.53  9.7593E-02  4.5219E-02  5.2374E-02
  1.54  9.7192E-02  4.5021E-02  5.2171E-02
  1.55  9.6788E-02  4.4822E-02  5.1966E-02
  1.56  9.6380E-02  4.4621E-02  5.1759E-02
  1.57  9.5970E-02  4.4418E-02  5.1551E-02
  1.58  9.5556E-02  4.4214E-02  5.1341E-02
  1.59  9.5139E-02  4.4009E-02  5.1130E-02
  1.60  9.4718E-02  4.3802E-02  5.0917E-02
  1.61  9.4295E-02  4.3593E-02  5.0702E-02
  1.62  9.3868E-02  4.3382E-02  5.0486E-02
  1.63  9.3438E-02  4.3170E-02  5.0268E-02
  1.64  9.3005E-02  4.2957E-02  5.0048E-02
  1.65  9.2568E-02  4.2742E-02  4.9827E-02
  1.66  9.2129E-02  4.2525E-02  4.9604E-02
  1.67  9.1686E-02  4.2307E-02  4.9379E-02
  1.68  9.1240E-02  4.2087E-02  4.9153E-02
  1.69  9.0791E-02  4.1865E-02  4.8925E-02
  1.70  9.0338E-02  4.1642E-02  4.8696E-02
  1.71  8.9882E-02  4.1418E-02  4.8465E-02
  1.72  8.9423E-02  4.1191E-02  4.8232E-02
  1.73  8.8961E-02  4.0964E-02  4.7997E-02
  1.74  8.8496E-02  4.0734E-02  4.7761E-02
  1.75  8.8027E-02  4.0503E-02  4.7524E-02
  1.76  8.7555E-02  4.0271E-02  4.7284E-02
  1.77  8.7080E-02  4.0037E-02  4.7044E-02
  1.78  8.6602E-02  3.9801E-02  4.6801E-02
  1.79  8.6121E-02  3.9564E-02  4.6557E-02
  1.80  8.5637E-02  3.9325E-02  4.6311E-02
  1.81  8.5149E-02  3.9085E-02  4.6064E-02
  1.82  8.4658E-02  3.8843E-02  4.5815E-02
  1.83  8.4165E-02  3.8600E-02  4.5565E-02
  1.84  8.3668E-02  3.8355E-02  4.5312E-02
  1.85  8.3168E-02  3.8109E-02  4.5059E-02
  1.86  8.2665E-02  3.7861E-02  4.4804E-02
  1.87  8.2158E-02  3.7612E-02  4.4547E-02
  1.88  8.1649E-02  3.7361E-02  4.4288E-02
  1.89  8.1137E-02  3.7108E-02  4.4029E-02
  1.90  8.0622E-02  3.6855E-02  4.3767E-02
  1.91  8.0103E-02  3.6599E-02  4.3504E-02
  1.92  7.9582E-02  3.6343E-02  4.3240E-02
  1.93  7.9058E-02  3.6084E-02  4.2974E-02
  1.94  7.8531E-02  3.5825E-02  4.2706E-02
  1.95  7.8001E-02  3.5564E-02  4.2437E-02
  1.96  7.7468E-02  3.5301E-02  4.2166E-02
  1.97  7.6932E-02  3.5037E-02  4.1894E-02
  1.98  7.6393E-02  3.4772E-02  4.1621E-02
  1.99  7.5852E-02  3.4505E-02  4.1346E-02
  2.00  7.5307E-02  3.4237E-02  4.1070E-02
  2.01  7.4760E-02  3.3968E-02  4.0792E-02
  2.02  7.4210E-02  3.3697E-02  4.0513E-02
  2.03  7.3658E-02  3.3425E-02  4.0232E-02
  2.04  7.3102E-02  3.3152E-02  3.9950E-02
  2.05  7.2544E-02  3.2877E-02  3.9667E-02
  2.06  7.1984E-02  3.2602E-02  3.9382E-02
  2.07  7.1420E-02  3.2324E-02  3.9096E-02
  2.08  7.0855E-02  3.2046E-02  3.8809E-02
  2.09  7.0286E-02  3.1766E-02  3.8520E-02
  2.10  6.9716E-02  3.1486E-02  3.8230E-02
  2.11  6.9142E-02  3.1204E-02  3.7939E-02
  2.12  6.8567E-02  3.0920E-02  3.7646E-02
  2.13  6.7989E-02  3.0636E-02  3.7353E-02
  2.14  6.7408E-02  3.0351E-02  3.7058E-02
  2.15  6.6826E-02  3.0064E-02  3.6762E-02
  2.16  6.6241E-02  2.9776E-02  3.6465E-02
  2.17  6.5654E-02  2.9488E-02  3.6166E-02
  2.18  6.5065E-02  2.9198E-02  3.5867E-02
  2.19  6.4473E-02  2.8907E-02  3.5566E-02
  2.20  6.3880E-02  2.8616E-02  3.5264E-02
  2.21  6.3285E-02  2.8323E-02  3.4962E-02
  2.22  6.2687E-02  2.8030E-02  3.4658E-02
  2.23  6.2088E-02  2.7735E-02  3.4353E-02
  2.24  6.1487E-02  2.7440E-02  3.4047E-02
  2.25  6.0884E-02  2.7144E-02  3.3741E-02
  2.26  6.0280E-02  2.6846E-02  3.3433E-02
  2.27  5.9673E-02  2.6549E-02  3.3125E-02
  2.28  5.9065E-02  2.6250E-02  3.2815E-02
  2.29  5.8456E-02  2.5951E-02  3.2505E-02
  2.30  5.7845E-02  2.5651E-02  3.2194E-02
  2.31  5.7233E-02  2.5350E-02  3.1882E-02
  2.32  5.6619E-02  2.5049E-02  3.1570E-02
  2.33  5.6004E-02  2.4747E-02  3.1257E-02
  2.34  5.5388E-02  2.4445E-02  3.0943E-02
  2.35  5.4770E-02  2.4142E-02  3.0628E-02
  2.36  5.4152E-02  2.3838E-02  3.0313E-02
  2.37  5.3532E-02  2.3535E-02  2.9998E-02
  2.38  5.2912E-02  2.3230E-02  2.9681E-02
  2.39  5.2290E-02  2.2926E-02  2.9365E-02
  2.40  5.1668E-02  2.2621E-02  2.9047E-02
  2.41  5.1045E-02  2.2315E-02  2.8730E-02
  2.42  5.0422E-02  2.2010E-02  2.8412E-02
  2.43  4.9798E-02  2.1704E-02  2.8094E-02
  2.44  4.9173E-02  2.1398E-02  2.7775E-02
  2.45  4.8548E-02  2.1092E-02  2.7456E-02
  2.46  4.7923E-02  2.0786E-02  2.7137E-02
  2.47  4.7297E-02  2.0480E-02  2.6818E-02
  2.48  4.6672E-02  2.0173E-02  2.6498E-02
  2.49  4.6046E-02  1.9867E-02  2.6179E-02
  2.50  4.5420E-02  1.9561E-02  2.5859E-02
  2.51  4.4795E-02  1.9255E-02  2.5540E-02
  2.52  4.4170E-02  1.8949E-02  2.5220E-02
  2.53  4.3545E-02  1.8644E-02  2.4901E-02
  2.54  4.2920E-02  1.8339E-02  2.4582E-02
  2.55  4.2296E-02  1.8034E-02  2.4262E-02
  2.56  4.1673E-02  1.7729E-02  2.3943E-02
  2.57  4.1050E-02  1.7425E-02  2.3625E-02
  2.58  4.0428E-02  1.7121E-02  2.3307E-02
  2.59  3.9807E-02  1.6818E-02  2.2989E-02
  2.60  3.9187E-02  1.6516E-02  2.2671E-02
  2.61  3.8568E-02  1.6214E-02  2.2354E-02
  2.62  3.7950E-02  1.5913E-02  2.2037E-02
  2.63  3.7334E-02  1.5612E-02  2.1721E-02
  2.64  3.6719E-02  1.5313E-02  2.1406E-02
  2.65  3.6105E-02  1.5014E-02  2.1091E-02
  2.66  3.5493E-02  1.4716E-02  2.0777E-02
  2.67  3.4883E-02  1.4419E-02  2.0464E-02
  2.68  3.4274E-02  1.4123E-02  2.0151E-02
  2.69  3.3668E-02  1.3828E-02  1.9840E-02
  2.70  3.3064E-02  1.3534E-02  1.9529E-02
  2.71  3.2461E-02  1.3242E-02  1.9219E-02
  2.72  3.1861E-02  1.2951E-02  1.8911E-02
  2.73  3.1264E-02  1.2661E-02  1.8603E-02
  2.74  3.0669E-02  1.2372E-02  1.8297E-02
  2.75  3.0076E-02  1.2085E-02  1.7991E-02
  2.76  2.9486E-02  1.1799E-02  1.7687E-02
  2.77  2.8899E-02  1.1515E-02  1.7384E-02
  2.78  2.8315E-02  1.1232E-02  1.7083E-02
  2.79  2.7734E-02  1.0951E-02  1.6783E-02
  2.80  2.7156E-02  1.0672E-02  1.6484E-02
  2.81  2.6581E-02  1.0394E-02  1.6187E-02
  2.82  2.6010E-02  1.0119E-02  1.5891E-02
  2.83  2.5442E-02  9.8450E-03  1.5597E-02
  2.84  2.4878E-02  9.5732E-03  1.5305E-02
  2.85  2.4317E-02  9.3034E-03  1.5014E-02
  2.86  2.3761E-02  9.0357E-03  1.4725E-02
  2.87  2.3208E-02  8.7701E-03  1.4438E-02
  2.88  2.2659E-02  8.5068E-03  1.4152E-02
  2.89  2.2114E-02  8.2456E-03  1.3869E-02
  2.90  2.1574E-02  7.9868E-03  1.3587E-02
  2.91  2.1038E-02  7.7304E-03  1.3307E-02
  2.92  2.0506E-02  7.4765E-03  1.3030E-02
  2.93  1.9979E-02  7.2250E-03  1.2754E-02
  2.94  1.9457E-02  6.9762E-03  1.2481E-02
  2.95  1.8939E-02  6.7299E-03  1.2209E-02
  2.96  1.8427E-02  6.4864E-03  1.1940E-02
  2.97  1.7919E-02  6.2457E-03  1.1673E-02
  2.98  1.7416E-02  6.0078E-03  1.1408E-02
  2.99  1.6919E-02  5.7728E-03  1.1146E-02
  3.00  1.6427E-02  5.5408E-03  1.0886E-02
  3.01  1.5940E-02  5.3118E-03  1.0628E-02
  3.02  1.5459E-02  5.0860E-03  1.0373E-02
  3.03  1.4983E-02  4.8633E-03  1.0120E-02
  3.04  1.4514E-02  4.6439E-03  9.8697E-03
  3.05  1.4050E-02  4.4279E-03  9.6219E-03
  3.06  1.3592E-02  4.2152E-03  9.3765E-03
  3.07  1.3140E-02  4.0061E-03  9.1338E-03
  3.08  1.2694E-02  3.8006E-03  8.8936E-03
  3.09  1.2255E-02  3.5988E-03  8.6560E-03
  3.10  1.1822E-02  3.4007E-03  8.4211E-03
  3.11  1.1395E-02  3.2065E-03  8.1888E-03
  3.12  1.0975E-02  3.0162E-03  7.9593E-03
  3.13  1.0562E-02  2.8300E-03  7.7325E-03
  3.14  1.0156E-02  2.6480E-03  7.5084E-03
  3.15  9.7575E-03  2.4704E-03  7.2870E-03
  3.16  9.3658E-03  2.2974E-03  7.0685E-03
  3.17  8.9816E-03  2.1289E-03  6.8527E-03
  3.18  8.6050E-03  1.9652E-03  6.6397E-03
  3.19  8.2361E-03  1.8065E-03  6.4296E-03
  3.20  7.8750E-03  1.6527E-03  6.2223E-03
  3.21  7.5221E-03  1.5043E-03  6.0178E-03
  3.22  7.1776E-03  1.3614E-03  5.8163E-03
  3.23  6.8421E-03  1.2245E-03  5.6176E-03
  3.24  6.5159E-03  1.0941E-03  5.4219E-03
  3.25  6.1995E-03  9.7048E-04  5.2290E-03
  3.26  5.8933E-03  8.5420E-04  5.0391E-03
  3.27  5.5978E-03  7.4562E-04  4.8522E-03
  3.28  5.3134E-03  6.4516E-04  4.6683E-03
  3.29  5.0406E-03  5.5325E-04  4.4873E-03
  3.30  4.7797E-03  4.7031E-04  4.3094E-03
  3.31  4.5311E-03  3.9658E-04  4.1345E-03
  3.32  4.2943E-03  3.3161E-04  3.9627E-03
  3.33  4.0687E-03  2.7478E-04  3.7939E-03
  3.34  3.8538E-03  2.2547E-04  3.6284E-03
  3.35  3.6490E-03  1.8304E-04  3.4659E-03
  3.36  3.4536E-03  1.4687E-04  3.3068E-03
  3.37  3.2672E-03  1.1634E-04  3.1508E-03
  3.38  3.0890E-03  9.0829E-05  2.9982E-03
  3.39  2.9186E-03  6.9702E-05  2.8489E-03
  3.40  2.7554E-03  5.2338E-05  2.7030E-03
  3.41  2.5987E-03  3.8164E-05  2.5605E-03
  3.42  2.4483E-03  2.6814E-05  2.4215E-03
  3.43  2.3039E-03  1.7974E-05  2.2859E-03
  3.44  2.1651E-03  1.1331E-05  2.1538E-03
  3.45  2.0318E-03  6.5714E-06  2.0252E-03
  3.46  1.9036E-03  3.3804E-06  1.9002E-03
  3.47  1.7803E-03  1.4446E-06  1.7788E-03
  3.48  1.6615E-03  4.5024E-07  1.6610E-03
  3.49  1.5469E-03  8.3490E-08  1.5468E-03
  3.50  1.4364E-03  3.0551E-08  1.4363E-03
  3.51  1.3296E-03  2.9925E-08  1.3295E-03
  3.52  1.2265E-03  2.9312E-08  1.2265E-03
  3.53  1.1273E-03  2.8711E-08  1.1273E-03
  3.54  1.0320E-03  2.8122E-08  1.0320E-03
  3.55  9.4061E-04  2.7544E-08  9.4059E-04
  3.56  8.5326E-04  2.6979E-08  8.5323E-04
  3.57  7.6998E-04  2.6425E-08  7.6995E-04
  3.58  6.9084E-04  2.5882E-08  6.9081E-04
  3.59  6.1591E-04  2.5350E-08  6.1588E-04
  3.60  5.4525E-04  2.4828E-08  5.4523E-04
  3.61  4.7892E-04  2.4317E-08  4.7890E-04
  3.62  4.1696E-04  2.3817E-08  4.1694E-04
  3.63  3.5939E-04  2.3326E-08  3.5937E-04
  3.64  3.0625E-04  2.2846E-08  3.0623E-04
  3.65  2.5756E-04  2.2375E-08  2.5754E-04
  3.66  2.1336E-04  2.1914E-08  2.1334E-04
  3.67  1.7367E-04  2.1462E-08  1.7365E-04
  3.68  1.3853E-04  2.1019E-08  1.3851E-04
  3.69  1.0797E-04  2.0586E-08  1.0794E-04
  3.70  8.2005E-05  2.0161E-08  8.1985E-05
  3.71  6.0598E-05  1.9745E-08  6.0579E-05
  3.72  4.3369E-05  1.9337E-08  4.3349E-05
  3.73  2.9857E-05  1.8937E-08  2.9838E-05
  3.74  1.9604E-05  1.8546E-08  1.9585E-05
  3.75  1.2151E-05  1.8163E-08  1.2133E-05
  3.76  7.0391E-06  1.7787E-08  7.0213E-06
  3.77  3.8098E-06  1.7419E-08  3.7924E-06
  3.78  2.0040E-06  1.7059E-08  1.9870E-06
  3.79  1.1629E-06  1.6706E-08  1.1462E-06
  3.80  8.2753E-07  1.6360E-08  8.1117E-07
  3.81  6.1478E-07  1.6021E-08  5.9876E-07
  3.82  4.4426E-07  1.5690E-08  4.2857E-07
  3.83  3.1127E-07  1.5365E-08  2.9590E-07
  3.84  2.1112E-07  1.5046E-08  1.9608E-07
  3.85  1.3913E-07  1.4734E-08  1.2440E-07
  3.86  9.0611E-08  1.4429E-08  7.6182E-08
  3.87  6.0863E-08  1.4130E-08  4.6733E-08
  3.88  4.5201E-08  1.3837E-08  3.1364E-08
  3.89  3.8934E-08  1.3550E-08  2.5384E-08
  3.90  3.7373E-08  1.3269E-08  2.4105E-08
  3.91  3.6610E-08  1.2993E-08  2.3616E-08
  3.92  3.5861E-08  1.2724E-08  2.3137E-08
  3.93  3.5128E-08  1.2460E-08  2.2668E-08
  3.94  3.4409E-08  1.2201E-08  2.2208E-08
  3.95  3.3705E-08  1.1948E-08  2.1758E-08
  3.96  3.3015E-08  1.1699E-08  2.1316E-08
  3.97  3.2339E-08  1.1456E-08  2.0883E-08
  3.98  3.1677E-08  1.1218E-08  2.0459E-08
  3.99  3.1028E-08  1.0985E-08  2.0043E-08
  4.00  3.0393E-08  1.0757E-08  1.9636E-08
  4.01  2.9770E-08  1.0533E-08  1.9236E-08
  4.02  2.9159E-08  1.0314E-08  1.8845E-08
  4.03  2.8561E-08  1.0100E-08  1.8462E-08
  4.04  2.7975E-08  9.8896E-09  1.8086E-08
  4.05  2.7401E-08  9.6839E-09  1.7718E-08
  4.06  2.6839E-08  9.4824E-09  1.7357E-08
  4.07  2.6288E-08  9.2851E-09  1.7003E-08
  4.08  2.5749E-08  9.0919E-09  1.6657E-08
  4.09  2.5220E-08  8.9026E-09  1.6317E-08
  4.10  2.4702E-08  8.7173E-09  1.5985E-08
  4.11  2.4194E-08  8.5358E-09  1.5659E-08
  4.12  2.3697E-08  8.3581E-09  1.5339E-08
  4.13  2.3210E-08  8.1840E-09  1.5026E-08
  4.14  2.2733E-08  8.0135E-09  1.4719E-08
  4.15  2.2266E-08  7.8466E-09  1.4419E-08
  4.16  2.1808E-08  7.6831E-09  1.4125E-08
  4.17  2.1359E-08  7.5230E-09  1.3836E-08
  4.18  2.0920E-08  7.3663E-09  1.3553E-08
  4.19  2.0489E-08  7.2128E-09  1.3276E-08
  4.20  2.0068E-08  7.0624E-09  1.3005E-08
  4.21  1.9655E-08  6.9152E-09  1.2739E-08
  4.22  1.9250E-08  6.7710E-09  1.2479E-08
  4.23  1.8853E-08  6.6299E-09  1.2224E-08
  4.24  1.8465E-08  6.4916E-09  1.1974E-08
  4.25  1.8085E-08  6.3562E-09  1.1729E-08
  4.26  1.7712E-08  6.2237E-09  1.1489E-08
  4.27  1.7347E-08  6.0939E-09  1.1253E-08
  4.28  1.6990E-08  5.9667E-09  1.1023E-08
  4.29  1.6640E-08  5.8423E-09  1.0797E-08
  4.30  1.6297E-08  5.7204E-09  1.0576E-08
  4.31  1.5961E-08  5.6010E-09  1.0360E-08
  4.32  1.5632E-08  5.4841E-09  1.0147E-08
  4.33  1.5309E-08  5.3697E-09  9.9396E-09
  4.34  1.4993E-08  5.2576E-09  9.7359E-09
  4.35  1.4684E-08  5.1479E-09  9.5363E-09
  4.36  1.4381E-08  5.0404E-09  9.3408E-09
  4.37  1.4085E-08  4.9352E-09  9.1494E-09
  4.38  1.3794E-08  4.8322E-09  8.9618E-09
  4.39  1.3509E-08  4.7313E-09  8.7780E-09
  4.40  1.3230E-08  4.6325E-09  8.5980E-09
  4.41  1.2957E-08  4.5357E-09  8.4216E-09
  4.42  1.2690E-08  4.4410E-09  8.2488E-09
  4.43  1.2428E-08  4.3483E-09  8.0795E-09
  4.44  1.2171E-08  4.2574E-09  7.9137E-09
  4.45  1.1920E-08  4.1685E-09  7.7513E-09
  4.46  1.1674E-08  4.0814E-09  7.5922E-09
  4.47  1.1432E-08  3.9962E-09  7.4363E-09
  4.48  1.1196E-08  3.9127E-09  7.2836E-09
  4.49  1.0965E-08  3.8309E-09  7.1341E-09
  4.50  1.0738E-08  3.7509E-09  6.9876E-09
  4.51  1.0517E-08  3.6725E-09  6.8440E-09
  4.52  1.0299E-08  3.5958E-09  6.7034E-09
  4.53  1.0086E-08  3.5206E-09  6.5657E-09
  4.54  9.8778E-09  3.4470E-09  6.4308E-09
  4.55  9.6737E-09  3.3750E-09  6.2987E-09
  4.56  9.4737E-09  3.3044E-09  6.1692E-09
  4.57  9.2778E-09  3.2354E-09  6.0424E-09
  4.58  9.0860E-09  3.1677E-09  5.9182E-09
  4.59  8.8981E-09  3.1015E-09  5.7966E-09
  4.60  8.7141E-09  3.0367E-09  5.6774E-09
  4.61  8.5339E-09  2.9732E-09  5.5607E-09
  4.62  8.3574E-09  2.9110E-09  5.4463E-09
  4.63  8.1845E-09  2.8502E-09  5.3343E-09
  4.64  8.0152E-09  2.7906E-09  5.2246E-09
  4.65  7.8494E-09  2.7322E-09  5.1172E-09
  4.66  7.6870E-09  2.6751E-09  5.0119E-09
  4.67  7.5279E-09  2.6191E-09  4.9088E-09
  4.68  7.3722E-09  2.5644E-09  4.8078E-09
  4.69  7.2197E-09  2.5107E-09  4.7089E-09
  4.70  7.0703E-09  2.4582E-09  4.6120E-09
  4.71  6.9239E-09  2.4068E-09  4.5171E-09
  4.72  6.7806E-09  2.3565E-09  4.4241E-09
  4.73  6.6403E-09  2.3072E-09  4.3331E-09
  4.74  6.5028E-09  2.2589E-09  4.2439E-09
  4.75  6.3682E-09  2.2117E-09  4.1565E-09
  4.76  6.2364E-09  2.1654E-09  4.0710E-09
  4.77  6.1073E-09  2.1201E-09  3.9872E-09
  4.78  5.9808E-09  2.0757E-09  3.9051E-09
  4.79  5.8570E-09  2.0323E-09  3.8247E-09
  4.80  5.7357E-09  1.9898E-09  3.7459E-09
