   0.0000     0.235698     0.086288
   0.2000     0.232598     0.083039
   0.4000     0.229053     0.077581
   0.6000     0.225135     0.073515
   0.8000     0.220978     0.067683
   1.0000     0.216712     0.063270
   1.2000     0.212454     0.057741
   1.4000     0.208154     0.053318
   1.6000     0.204070     0.048424
   1.8000     0.200225     0.044515
   2.0000     0.196589     0.040500
   2.2000     0.193205     0.037111
   2.4000     0.190108     0.033998
   2.6000     0.187161     0.031170
   2.8000     0.184724     0.029028
   3.0000     0.182608     0.027207
   3.2000     0.180785     0.025708
   3.4000     0.179338     0.025027
   3.6000     0.178178     0.024376
   3.8000     0.177497     0.024857
   4.0000     0.177243     0.025317
   4.2000     0.177264     0.027296
   4.4000     0.177717     0.028713
   4.6000     0.178381     0.031216
   4.8000     0.179340     0.033434
   5.0000     0.180458     0.036573
   5.2000     0.181708     0.039321
   5.4000     0.182997     0.042613
   5.6000     0.184292     0.045523
   5.8000     0.185431     0.048458
   6.0000     0.186399     0.050970
   6.2000     0.187251     0.053347
   6.4000     0.187924     0.055405
   6.6000     0.188494     0.057266
   6.8000     0.188983     0.058951
   7.0000     0.189403     0.060490
   7.2000     0.189784     0.061931
   7.4000     0.190072     0.063188
   7.6000     0.190360     0.064381
   7.8000     0.190634     0.065507
   8.0000     0.190884     0.066551
   8.2000     0.191096     0.067508
   8.4000     0.191287     0.068383
   8.6000     0.191474     0.069217
   8.8000     0.191635     0.069976
   9.0000     0.191776     0.070677
   9.2000     0.191917     0.071337
   9.4000     0.192047     0.071948
   9.6000     0.192171     0.072516
   9.8000     0.192250     0.073019
  10.0000     0.192351     0.073521
  10.2000     0.192441     0.073971
  10.4000     0.192505     0.074375
  10.6000     0.192584     0.074753
  10.8000     0.192652     0.075100
  11.0000     0.192712     0.075420
  11.2000     0.192771     0.075727
  11.4000     0.192824     0.076011
  11.6000     0.192877     0.076277
  11.8000     0.192906     0.076506
  12.0000     0.192947     0.076713
  12.2000     0.192991     0.076926
  12.4000     0.193035     0.077112
  12.6000     0.193082     0.077292
  12.8000     0.193126     0.077460
  13.0000     0.193160     0.077597
  13.2000     0.193199     0.077739
  13.4000     0.193228     0.077866
  13.6000     0.193262     0.077987
  13.8000     0.193281     0.078075
  14.0000     0.193312     0.078181
  14.2000     0.193329     0.078269
  14.4000     0.193352     0.078362
  14.6000     0.193367     0.078434
  14.8000     0.193387     0.078508
  15.0000     0.193415     0.078570
  15.2000     0.193434     0.078633
  15.4000     0.193456     0.078689
  15.6000     0.193474     0.078751
  15.8000     0.193491     0.078813
  16.0000     0.193497     0.078857
  16.2000     0.193515     0.078913
  16.4000     0.193526     0.078956
  16.6000     0.193539     0.079005
  16.8000     0.193554     0.079047
  17.0000     0.193571     0.079096
  17.2000     0.193579     0.079143
  17.4000     0.193590     0.079190
  17.6000     0.193599     0.079229
  17.8000     0.193607     0.079278
  18.0000     0.193614     0.079328
  18.2000     0.193618     0.079364
  18.4000     0.193619     0.079407
  18.6000     0.193624     0.079458
  18.8000     0.193629     0.079503
  19.0000     0.193632     0.079558
  19.2000     0.193643     0.079629
  19.4000     0.193643     0.079680
  19.6000     0.193648     0.079744
  19.8000     0.193649     0.079800
  20.0000     0.193652     0.079874
  20.2000     0.193657     0.079932
  20.4000     0.193660     0.080002
  20.6000     0.193657     0.080056
  20.8000     0.193654     0.080115
  21.0000     0.193654     0.080198
  21.2000     0.193655     0.080280
  21.4000     0.193653     0.080346
  21.6000     0.193649     0.080430
  21.8000     0.193644     0.080511
