# RTF-Densities and RTF-fields
#     r     Pf_p     Pf_n     rhov_p     rhov_n     Sigma     Omega     Rho     Coulomb     Ef_p     Ef_n
    0.18110E+02    0.63877E-04    0.90420E-04    0.11455E-20    0.32492E-20    0.62664E-16    0.12408E-19   -0.76218E-21    0.23857E-03    0.23857E-03    0.42064E-14
    0.18120E+02    0.63428E-04    0.89793E-04    0.11215E-20    0.31821E-20    0.55807E-16    0.12151E-19   -0.74658E-21    0.23844E-03    0.23844E-03    0.43201E-14
    0.18130E+02    0.62982E-04    0.89171E-04    0.10980E-20    0.31164E-20    0.50356E-16    0.11899E-19   -0.73129E-21    0.23830E-03    0.23830E-03    0.42064E-14
    0.18140E+02    0.62539E-04    0.88553E-04    0.10750E-20    0.30520E-20    0.46288E-16    0.11652E-19   -0.71632E-21    0.23817E-03    0.23817E-03    0.42064E-14
    0.18150E+02    0.62099E-04    0.87939E-04    0.10525E-20    0.29890E-20    0.43581E-16    0.11411E-19   -0.70165E-21    0.23804E-03    0.23804E-03    0.40927E-14
    0.18160E+02    0.61662E-04    0.87329E-04    0.10305E-20    0.29272E-20    0.42213E-16    0.11174E-19   -0.68728E-21    0.23791E-03    0.23791E-03    0.40927E-14
    0.18170E+02    0.61228E-04    0.86724E-04    0.10089E-20    0.28668E-20    0.42162E-16    0.10943E-19   -0.67321E-21    0.23778E-03    0.23778E-03    0.39790E-14
    0.18180E+02    0.60798E-04    0.86123E-04    0.98773E-21    0.28076E-20    0.43407E-16    0.10716E-19   -0.65943E-21    0.23765E-03    0.23765E-03    0.39790E-14
    0.18190E+02    0.60370E-04    0.85526E-04    0.96704E-21    0.27496E-20    0.45924E-16    0.10494E-19   -0.64593E-21    0.23752E-03    0.23752E-03    0.38654E-14
    0.18200E+02    0.59945E-04    0.84933E-04    0.94677E-21    0.26928E-20    0.49692E-16    0.10277E-19   -0.63270E-21    0.23739E-03    0.23739E-03    0.38654E-14
    0.18210E+02    0.59524E-04    0.84344E-04    0.92694E-21    0.26372E-20    0.54648E-16    0.10064E-19   -0.61975E-21    0.23726E-03    0.23726E-03    0.37517E-14
    0.18220E+02    0.59105E-04    0.83759E-04    0.90751E-21    0.25827E-20    0.60571E-16    0.98552E-20   -0.60706E-21    0.23713E-03    0.23713E-03    0.36380E-14
    0.18230E+02    0.58689E-04    0.83179E-04    0.88850E-21    0.25294E-20    0.67197E-16    0.96510E-20   -0.59463E-21    0.23700E-03    0.23700E-03    0.35243E-14
    0.18240E+02    0.58276E-04    0.82602E-04    0.86988E-21    0.24772E-20    0.74264E-16    0.94510E-20   -0.58245E-21    0.23687E-03    0.23687E-03    0.35243E-14
    0.18250E+02    0.57867E-04    0.82029E-04    0.85165E-21    0.24260E-20    0.81509E-16    0.92552E-20   -0.57052E-21    0.23674E-03    0.23674E-03    0.35243E-14
    0.18260E+02    0.57460E-04    0.81461E-04    0.83381E-21    0.23759E-20    0.88669E-16    0.90634E-20   -0.55884E-21    0.23661E-03    0.23661E-03    0.34106E-14
    0.18270E+02    0.57055E-04    0.80896E-04    0.81634E-21    0.23268E-20    0.95482E-16    0.88756E-20   -0.54740E-21    0.23648E-03    0.23648E-03    0.32969E-14
    0.18280E+02    0.56654E-04    0.80335E-04    0.79923E-21    0.22788E-20    0.10168E-15    0.86918E-20   -0.53619E-21    0.23635E-03    0.23635E-03    0.32969E-14
    0.18290E+02    0.56256E-04    0.79779E-04    0.78249E-21    0.22317E-20    0.10701E-15    0.85117E-20   -0.52521E-21    0.23622E-03    0.23622E-03    0.32969E-14
    0.18300E+02    0.55860E-04    0.79226E-04    0.76609E-21    0.21856E-20    0.11121E-15    0.83353E-20   -0.51446E-21    0.23609E-03    0.23609E-03    0.31832E-14
    0.18310E+02    0.55467E-04    0.78676E-04    0.75004E-21    0.21405E-20    0.11408E-15    0.81626E-20   -0.50393E-21    0.23596E-03    0.23596E-03    0.31832E-14
    0.18320E+02    0.55077E-04    0.78131E-04    0.73433E-21    0.20963E-20    0.11571E-15    0.79935E-20   -0.49361E-21    0.23583E-03    0.23583E-03    0.30695E-14
    0.18330E+02    0.54689E-04    0.77589E-04    0.71894E-21    0.20530E-20    0.11626E-15    0.78278E-20   -0.48350E-21    0.23570E-03    0.23570E-03    0.30695E-14
    0.18340E+02    0.54305E-04    0.77051E-04    0.70387E-21    0.20106E-20    0.11591E-15    0.76656E-20   -0.47360E-21    0.23558E-03    0.23558E-03    0.30695E-14
    0.18350E+02    0.53923E-04    0.76517E-04    0.68912E-21    0.19691E-20    0.11480E-15    0.75068E-20   -0.46390E-21    0.23545E-03    0.23545E-03    0.29559E-14
    0.18360E+02    0.53544E-04    0.75987E-04    0.67469E-21    0.19284E-20    0.11310E-15    0.73512E-20   -0.45440E-21    0.23532E-03    0.23532E-03    0.29559E-14
    0.18370E+02    0.53167E-04    0.75460E-04    0.66055E-21    0.18886E-20    0.11097E-15    0.71989E-20   -0.44510E-21    0.23519E-03    0.23519E-03    0.29559E-14
    0.18380E+02    0.52793E-04    0.74937E-04    0.64671E-21    0.18496E-20    0.10858E-15    0.70498E-20   -0.43598E-21    0.23506E-03    0.23506E-03    0.28422E-14
    0.18390E+02    0.52422E-04    0.74418E-04    0.63316E-21    0.18114E-20    0.10608E-15    0.69037E-20   -0.42706E-21    0.23494E-03    0.23494E-03    0.28422E-14
    0.18400E+02    0.52053E-04    0.73902E-04    0.61989E-21    0.17740E-20    0.10363E-15    0.67606E-20   -0.41831E-21    0.23481E-03    0.23481E-03    0.28422E-14
    0.18410E+02    0.51687E-04    0.73389E-04    0.60691E-21    0.17373E-20    0.10138E-15    0.66206E-20   -0.40974E-21    0.23468E-03    0.23468E-03    0.27285E-14
    0.18420E+02    0.51323E-04    0.72881E-04    0.59419E-21    0.17014E-20    0.99383E-16    0.64834E-20   -0.40135E-21    0.23455E-03    0.23455E-03    0.27285E-14
    0.18430E+02    0.50962E-04    0.72375E-04    0.58174E-21    0.16663E-20    0.97668E-16    0.63490E-20   -0.39313E-21    0.23443E-03    0.23443E-03    0.26148E-14
    0.18440E+02    0.50604E-04    0.71874E-04    0.56955E-21    0.16319E-20    0.96271E-16    0.62175E-20   -0.38508E-21    0.23430E-03    0.23430E-03    0.26148E-14
    0.18450E+02    0.50248E-04    0.71375E-04    0.55761E-21    0.15982E-20    0.95225E-16    0.60886E-20   -0.37720E-21    0.23417E-03    0.23417E-03    0.26148E-14
    0.18460E+02    0.49894E-04    0.70881E-04    0.54593E-21    0.15652E-20    0.94562E-16    0.59625E-20   -0.36947E-21    0.23404E-03    0.23404E-03    0.25011E-14
    0.18470E+02    0.49544E-04    0.70389E-04    0.53449E-21    0.15329E-20    0.94317E-16    0.58389E-20   -0.36191E-21    0.23392E-03    0.23392E-03    0.25011E-14
    0.18480E+02    0.49195E-04    0.69901E-04    0.52329E-21    0.15012E-20    0.94523E-16    0.57179E-20   -0.35450E-21    0.23379E-03    0.23379E-03    0.25011E-14
    0.18490E+02    0.48849E-04    0.69417E-04    0.51233E-21    0.14702E-20    0.95212E-16    0.55995E-20   -0.34724E-21    0.23366E-03    0.23366E-03    0.23874E-14
    0.18500E+02    0.48506E-04    0.68936E-04    0.50160E-21    0.14398E-20    0.96418E-16    0.54834E-20   -0.34013E-21    0.23354E-03    0.23354E-03    0.23874E-14
    0.18510E+02    0.48164E-04    0.68458E-04    0.49109E-21    0.14101E-20    0.98163E-16    0.53698E-20   -0.33316E-21    0.23341E-03    0.23341E-03    0.23874E-14
    0.18520E+02    0.47826E-04    0.67983E-04    0.48080E-21    0.13810E-20    0.10042E-15    0.52585E-20   -0.32634E-21    0.23329E-03    0.23329E-03    0.23874E-14
    0.18530E+02    0.47489E-04    0.67512E-04    0.47072E-21    0.13524E-20    0.10314E-15    0.51496E-20   -0.31965E-21    0.23316E-03    0.23316E-03    0.22737E-14
    0.18540E+02    0.47155E-04    0.67044E-04    0.46086E-21    0.13245E-20    0.10629E-15    0.50428E-20   -0.31311E-21    0.23303E-03    0.23303E-03    0.22737E-14
    0.18550E+02    0.46823E-04    0.66579E-04    0.45120E-21    0.12972E-20    0.10984E-15    0.49384E-20   -0.30669E-21    0.23291E-03    0.23291E-03    0.22737E-14
    0.18560E+02    0.46494E-04    0.66118E-04    0.44175E-21    0.12704E-20    0.11372E-15    0.48360E-20   -0.30041E-21    0.23278E-03    0.23278E-03    0.22737E-14
    0.18570E+02    0.46167E-04    0.65659E-04    0.43249E-21    0.12441E-20    0.11792E-15    0.47358E-20   -0.29426E-21    0.23266E-03    0.23266E-03    0.21600E-14
    0.18580E+02    0.45842E-04    0.65204E-04    0.42343E-21    0.12184E-20    0.12238E-15    0.46377E-20   -0.28823E-21    0.23253E-03    0.23253E-03    0.21600E-14
    0.18590E+02    0.45520E-04    0.64752E-04    0.41456E-21    0.11933E-20    0.12706E-15    0.45416E-20   -0.28233E-21    0.23241E-03    0.23241E-03    0.21600E-14
    0.18600E+02    0.45200E-04    0.64303E-04    0.40587E-21    0.11686E-20    0.13193E-15    0.44475E-20   -0.27655E-21    0.23228E-03    0.23228E-03    0.21600E-14
    0.18610E+02    0.44882E-04    0.63858E-04    0.39737E-21    0.11445E-20    0.13693E-15    0.43553E-20   -0.27089E-21    0.23216E-03    0.23216E-03    0.20464E-14
    0.18620E+02    0.44566E-04    0.63415E-04    0.38904E-21    0.11209E-20    0.14194E-15    0.42651E-20   -0.26534E-21    0.23203E-03    0.23203E-03    0.20464E-14
    0.18630E+02    0.44253E-04    0.62975E-04    0.38089E-21    0.10977E-20    0.14683E-15    0.41767E-20   -0.25990E-21    0.23191E-03    0.23191E-03    0.19327E-14
    0.18640E+02    0.43941E-04    0.62539E-04    0.37291E-21    0.10750E-20    0.15147E-15    0.40901E-20   -0.25458E-21    0.23178E-03    0.23178E-03    0.19327E-14
    0.18650E+02    0.43632E-04    0.62105E-04    0.36509E-21    0.10528E-20    0.15573E-15    0.40054E-20   -0.24936E-21    0.23166E-03    0.23166E-03    0.19327E-14
    0.18660E+02    0.43325E-04    0.61675E-04    0.35744E-21    0.10311E-20    0.15947E-15    0.39224E-20   -0.24426E-21    0.23154E-03    0.23154E-03    0.19327E-14
    0.18670E+02    0.43021E-04    0.61247E-04    0.34996E-21    0.10098E-20    0.16257E-15    0.38411E-20   -0.23925E-21    0.23141E-03    0.23141E-03    0.18190E-14
    0.18680E+02    0.42718E-04    0.60823E-04    0.34262E-21    0.98895E-21    0.16488E-15    0.37615E-20   -0.23435E-21    0.23129E-03    0.23129E-03    0.18190E-14
    0.18690E+02    0.42418E-04    0.60401E-04    0.33545E-21    0.96853E-21    0.16629E-15    0.36835E-20   -0.22955E-21    0.23116E-03    0.23116E-03    0.18190E-14
    0.18700E+02    0.42119E-04    0.59982E-04    0.32842E-21    0.94852E-21    0.16666E-15    0.36072E-20   -0.22485E-21    0.23104E-03    0.23104E-03    0.18190E-14
    0.18710E+02    0.41823E-04    0.59566E-04    0.32154E-21    0.92893E-21    0.16589E-15    0.35324E-20   -0.22024E-21    0.23092E-03    0.23092E-03    0.17053E-14
    0.18720E+02    0.41529E-04    0.59154E-04    0.31480E-21    0.90975E-21    0.16410E-15    0.34592E-20   -0.21573E-21    0.23079E-03    0.23079E-03    0.17053E-14
    0.18730E+02    0.41237E-04    0.58743E-04    0.30820E-21    0.89096E-21    0.16142E-15    0.33875E-20   -0.21131E-21    0.23067E-03    0.23067E-03    0.17053E-14
    0.18740E+02    0.40947E-04    0.58336E-04    0.30174E-21    0.87256E-21    0.15799E-15    0.33173E-20   -0.20698E-21    0.23055E-03    0.23055E-03    0.17053E-14
    0.18750E+02    0.40659E-04    0.57932E-04    0.29542E-21    0.85454E-21    0.15396E-15    0.32486E-20   -0.20274E-21    0.23042E-03    0.23042E-03    0.17053E-14
    0.18760E+02    0.40373E-04    0.57530E-04    0.28923E-21    0.83689E-21    0.14946E-15    0.31812E-20   -0.19859E-21    0.23030E-03    0.23030E-03    0.15916E-14
    0.18770E+02    0.40089E-04    0.57131E-04    0.28317E-21    0.81961E-21    0.14464E-15    0.31153E-20   -0.19452E-21    0.23018E-03    0.23018E-03    0.15916E-14
    0.18780E+02    0.39807E-04    0.56735E-04    0.27724E-21    0.80268E-21    0.13965E-15    0.30507E-20   -0.19054E-21    0.23006E-03    0.23006E-03    0.15916E-14
    0.18790E+02    0.39527E-04    0.56342E-04    0.27143E-21    0.78610E-21    0.13462E-15    0.29875E-20   -0.18663E-21    0.22993E-03    0.22993E-03    0.15916E-14
    0.18800E+02    0.39249E-04    0.55952E-04    0.26574E-21    0.76987E-21    0.12969E-15    0.29256E-20   -0.18281E-21    0.22981E-03    0.22981E-03    0.15916E-14
    0.18810E+02    0.38973E-04    0.55564E-04    0.26017E-21    0.75397E-21    0.12500E-15    0.28649E-20   -0.17906E-21    0.22969E-03    0.22969E-03    0.15916E-14
    0.18820E+02    0.38699E-04    0.55179E-04    0.25472E-21    0.73840E-21    0.12062E-15    0.28056E-20   -0.17539E-21    0.22957E-03    0.22957E-03    0.14779E-14
    0.18830E+02    0.38426E-04    0.54796E-04    0.24939E-21    0.72315E-21    0.11662E-15    0.27474E-20   -0.17180E-21    0.22945E-03    0.22945E-03    0.14779E-14
    0.18840E+02    0.38156E-04    0.54416E-04    0.24416E-21    0.70821E-21    0.11304E-15    0.26904E-20   -0.16828E-21    0.22932E-03    0.22932E-03    0.14779E-14
    0.18850E+02    0.37888E-04    0.54039E-04    0.23904E-21    0.69358E-21    0.10995E-15    0.26347E-20   -0.16483E-21    0.22920E-03    0.22920E-03    0.14779E-14
    0.18860E+02    0.37621E-04    0.53664E-04    0.23403E-21    0.67926E-21    0.10742E-15    0.25801E-20   -0.16145E-21    0.22908E-03    0.22908E-03    0.14779E-14
    0.18870E+02    0.37357E-04    0.53292E-04    0.22913E-21    0.66523E-21    0.10550E-15    0.25266E-20   -0.15814E-21    0.22896E-03    0.22896E-03    0.13642E-14
    0.18880E+02    0.37094E-04    0.52923E-04    0.22433E-21    0.65149E-21    0.10426E-15    0.24742E-20   -0.15490E-21    0.22884E-03    0.22884E-03    0.13642E-14
    0.18890E+02    0.36833E-04    0.52556E-04    0.21963E-21    0.63804E-21    0.10375E-15    0.24229E-20   -0.15173E-21    0.22872E-03    0.22872E-03    0.13642E-14
    0.18900E+02    0.36574E-04    0.52192E-04    0.21503E-21    0.62486E-21    0.10405E-15    0.23727E-20   -0.14862E-21    0.22860E-03    0.22860E-03    0.12506E-14
    0.18910E+02    0.36317E-04    0.51830E-04    0.21052E-21    0.61196E-21    0.10520E-15    0.23235E-20   -0.14557E-21    0.22847E-03    0.22847E-03    0.12506E-14
    0.18920E+02    0.36061E-04    0.51471E-04    0.20611E-21    0.59932E-21    0.10732E-15    0.22753E-20   -0.14259E-21    0.22835E-03    0.22835E-03    0.12506E-14
    0.18930E+02    0.35808E-04    0.51114E-04    0.20179E-21    0.58694E-21    0.11049E-15    0.22281E-20   -0.13967E-21    0.22823E-03    0.22823E-03    0.12506E-14
    0.18940E+02    0.35556E-04    0.50759E-04    0.19756E-21    0.57482E-21    0.11481E-15    0.21819E-20   -0.13680E-21    0.22811E-03    0.22811E-03    0.12506E-14
    0.18950E+02    0.35306E-04    0.50408E-04    0.19342E-21    0.56295E-21    0.12040E-15    0.21366E-20   -0.13400E-21    0.22799E-03    0.22799E-03    0.12506E-14
    0.18960E+02    0.35057E-04    0.50058E-04    0.18937E-21    0.55132E-21    0.12734E-15    0.20923E-20   -0.13125E-21    0.22787E-03    0.22787E-03    0.12506E-14
    0.18970E+02    0.34811E-04    0.49711E-04    0.18540E-21    0.53993E-21    0.13573E-15    0.20489E-20   -0.12856E-21    0.22775E-03    0.22775E-03    0.11369E-14
    0.18980E+02    0.34566E-04    0.49367E-04    0.18152E-21    0.52878E-21    0.14568E-15    0.20064E-20   -0.12592E-21    0.22763E-03    0.22763E-03    0.11369E-14
    0.18990E+02    0.34323E-04    0.49024E-04    0.17772E-21    0.51786E-21    0.15728E-15    0.19648E-20   -0.12334E-21    0.22751E-03    0.22751E-03    0.11369E-14
    0.19000E+02    0.34081E-04    0.48685E-04    0.17399E-21    0.50717E-21    0.17063E-15    0.19241E-20   -0.12081E-21    0.22739E-03    0.22739E-03    0.10232E-14
    0.19010E+02    0.33842E-04    0.48347E-04    0.17035E-21    0.49670E-21    0.18577E-15    0.18841E-20   -0.11833E-21    0.22727E-03    0.22727E-03    0.10232E-14
    0.19020E+02    0.33604E-04    0.48012E-04    0.16678E-21    0.48644E-21    0.20248E-15    0.18450E-20   -0.11591E-21    0.22715E-03    0.22715E-03    0.10232E-14
    0.19030E+02    0.33367E-04    0.47679E-04    0.16328E-21    0.47639E-21    0.22047E-15    0.18068E-20   -0.11353E-21    0.22703E-03    0.22703E-03    0.10232E-14
    0.19040E+02    0.33133E-04    0.47349E-04    0.15986E-21    0.46655E-21    0.23944E-15    0.17693E-20   -0.11120E-21    0.22691E-03    0.22691E-03    0.90949E-15
    0.19050E+02    0.32900E-04    0.47020E-04    0.15651E-21    0.45691E-21    0.25912E-15    0.17325E-20   -0.10892E-21    0.22680E-03    0.22680E-03    0.90949E-15
    0.19060E+02    0.32668E-04    0.46694E-04    0.15323E-21    0.44748E-21    0.27921E-15    0.16966E-20   -0.10668E-21    0.22668E-03    0.22668E-03    0.90949E-15
    0.19070E+02    0.32438E-04    0.46371E-04    0.15002E-21    0.43824E-21    0.29944E-15    0.16614E-20   -0.10449E-21    0.22656E-03    0.22656E-03    0.79581E-15
    0.19080E+02    0.32210E-04    0.46049E-04    0.14688E-21    0.42919E-21    0.31950E-15    0.16269E-20   -0.10235E-21    0.22644E-03    0.22644E-03    0.79581E-15
    0.19090E+02    0.31984E-04    0.45730E-04    0.14380E-21    0.42032E-21    0.33911E-15    0.15931E-20   -0.10025E-21    0.22632E-03    0.22632E-03    0.79581E-15
    0.19100E+02    0.31759E-04    0.45413E-04    0.14079E-21    0.41164E-21    0.35800E-15    0.15600E-20   -0.98187E-22    0.22620E-03    0.22620E-03    0.79581E-15
    0.19110E+02    0.31535E-04    0.45098E-04    0.13784E-21    0.40314E-21    0.37590E-15    0.15276E-20   -0.96171E-22    0.22608E-03    0.22608E-03    0.79581E-15
    0.19120E+02    0.31314E-04    0.44786E-04    0.13495E-21    0.39482E-21    0.39274E-15    0.14959E-20   -0.94196E-22    0.22596E-03    0.22596E-03    0.79581E-15
    0.19130E+02    0.31093E-04    0.44475E-04    0.13212E-21    0.38666E-21    0.40849E-15    0.14648E-20   -0.92260E-22    0.22585E-03    0.22585E-03    0.56843E-15
    0.19140E+02    0.30875E-04    0.44167E-04    0.12935E-21    0.37868E-21    0.42311E-15    0.14344E-20   -0.90365E-22    0.22573E-03    0.22573E-03    0.56843E-15
    0.19150E+02    0.30657E-04    0.43861E-04    0.12664E-21    0.37085E-21    0.43655E-15    0.14046E-20   -0.88508E-22    0.22561E-03    0.22561E-03    0.56843E-15
    0.19160E+02    0.30442E-04    0.43557E-04    0.12399E-21    0.36320E-21    0.44880E-15    0.13754E-20   -0.86688E-22    0.22549E-03    0.22549E-03    0.56843E-15
    0.19170E+02    0.30228E-04    0.43255E-04    0.12139E-21    0.35569E-21    0.45980E-15    0.13468E-20   -0.84906E-22    0.22538E-03    0.22538E-03    0.56843E-15
    0.19180E+02    0.30015E-04    0.42955E-04    0.11885E-21    0.34835E-21    0.46952E-15    0.13188E-20   -0.83160E-22    0.22526E-03    0.22526E-03    0.56843E-15
    0.19190E+02    0.29804E-04    0.42657E-04    0.11636E-21    0.34116E-21    0.47793E-15    0.12913E-20   -0.81450E-22    0.22514E-03    0.22514E-03    0.56843E-15
    0.19200E+02    0.29594E-04    0.42361E-04    0.11392E-21    0.33411E-21    0.48499E-15    0.12645E-20   -0.79774E-22    0.22502E-03    0.22502E-03    0.45475E-15
    0.19210E+02    0.29386E-04    0.42068E-04    0.11153E-21    0.32721E-21    0.49068E-15    0.12382E-20   -0.78133E-22    0.22491E-03    0.22491E-03    0.45475E-15
    0.19220E+02    0.29179E-04    0.41776E-04    0.10920E-21    0.32045E-21    0.49510E-15    0.12124E-20   -0.76524E-22    0.22479E-03    0.22479E-03    0.45475E-15
    0.19230E+02    0.28974E-04    0.41486E-04    0.10691E-21    0.31383E-21    0.49836E-15    0.11872E-20   -0.74948E-22    0.22467E-03    0.22467E-03    0.45475E-15
    0.19240E+02    0.28770E-04    0.41199E-04    0.10467E-21    0.30735E-21    0.50057E-15    0.11624E-20   -0.73404E-22    0.22456E-03    0.22456E-03    0.45475E-15
    0.19250E+02    0.28568E-04    0.40913E-04    0.10248E-21    0.30100E-21    0.50186E-15    0.11382E-20   -0.71892E-22    0.22444E-03    0.22444E-03    0.45475E-15
    0.19260E+02    0.28367E-04    0.40630E-04    0.10033E-21    0.29479E-21    0.50234E-15    0.11145E-20   -0.70410E-22    0.22432E-03    0.22432E-03    0.45475E-15
    0.19270E+02    0.28168E-04    0.40348E-04    0.98226E-22    0.28870E-21    0.50211E-15    0.10913E-20   -0.68958E-22    0.22421E-03    0.22421E-03    0.45475E-15
    0.19280E+02    0.27969E-04    0.40068E-04    0.96168E-22    0.28274E-21    0.50130E-15    0.10685E-20   -0.67536E-22    0.22409E-03    0.22409E-03    0.45475E-15
